顧客ID,生年月日,性別,年齢,年齢層
C00016645,1979-04-26,女,46,40代
C00004389,1991-11-29,女,33,30代
C00011895,1989-04-07,男,36,30代
C00006033,1946-05-23,男,79,60代以上
C00014285,1993-08-30,その他・不明,32,30代
C00008349,1981-03-25,女,44,40代
C00007051,2008-11-26,女,16,10代未満
C00001748,1987-01-30,女,38,30代
C00004013,2003-02-10,男,22,20代
C00009394,1953-05-26,女,72,60代以上
C00011110,1973-10-29,女,51,50代
C00011095,1997-08-14,女,28,20代
C00012693,1984-12-25,男,40,40代
C00006990,1991-04-08,女,34,30代
C00005867,1992-08-27,男,33,30代
C00000175,1960-02-03,男,65,60代以上
C00002872,1990-12-03,女,34,30代
C00005987,2004-06-27,女,21,20代
C00002085,1986-05-11,男,39,30代
C00018705,1992-03-11,女,33,30代
C00017574,1996-02-18,女,29,20代
C00007468,1958-11-26,女,66,60代以上
C00015601,1974-12-16,女,50,50代
C00010272,1990-06-23,女,35,30代
C00018306,1973-12-21,男,51,50代
C00014005,1967-03-29,女,58,50代
C00000636,1998-02-16,女,27,20代
C00008684,2002-10-09,女,22,20代
C00014927,1997-05-24,男,28,20代
C00004918,1989-07-26,女,36,30代
C00012420,1951-10-07,女,73,60代以上
C00011428,1986-05-06,男,39,30代
C00003007,1986-09-19,女,38,30代
C00017585,1999-06-08,女,26,20代
C00010113,1992-03-25,女,33,30代
C00007020,1974-03-29,男,51,50代
C00011591,2002-07-27,男,23,20代
C00000587,1990-07-24,女,35,30代
C00008704,1993-06-01,女,32,30代
C00011983,2001-05-22,女,24,20代
C00016431,1990-02-21,女,35,30代
C00012782,1976-07-11,女,49,40代
C00002510,1989-04-22,男,36,30代
C00001785,2001-07-12,女,24,20代
C00018082,1986-04-18,女,39,30代
C00011511,1966-04-07,女,59,50代
C00002717,1981-03-17,男,44,40代
C00008362,1978-01-17,女,47,40代
C00014410,1974-11-06,男,50,50代
C00004985,1985-12-22,女,39,30代
C00003824,1965-01-14,男,60,60代以上
C00011738,1994-05-02,女,31,30代
C00017466,2002-05-16,女,23,20代
C00014399,1989-10-25,男,35,30代
C00003272,1978-04-02,男,47,40代
C00008298,1987-03-23,女,38,30代
C00012018,1992-09-26,女,32,30代
C00014414,1992-03-30,男,33,30代
C00018736,1983-12-30,女,41,40代
C00015068,1970-02-28,女,55,50代
C00011135,1946-12-07,男,78,60代以上
C00000574,2000-03-16,男,25,20代
C00008817,1981-10-17,その他・不明,43,40代
C00008787,1984-09-30,男,40,40代
C00014683,1975-06-08,女,50,50代
C00010147,1986-03-08,男,39,30代
C00012605,1991-08-02,女,34,30代
C00010635,1964-01-31,その他・不明,61,60代以上
C00017150,1991-03-08,女,34,30代
C00008297,1999-06-01,女,26,20代
C00016736,1988-07-12,女,37,30代
C00017415,1983-06-24,女,42,40代
C00016506,1983-04-14,女,42,40代
C00009381,1988-07-20,男,37,30代
C00016528,1982-04-23,女,43,40代
C00004965,1988-12-25,男,36,30代
C00000153,1986-07-31,女,39,30代
C00017981,1989-09-23,女,35,30代
C00008382,1996-10-11,女,28,20代
C00017129,1989-11-14,男,35,30代
C00016069,1992-09-18,その他・不明,33,30代
C00010202,1991-12-17,女,33,30代
C00009287,1992-05-03,男,33,30代
C00013192,1998-07-18,男,27,20代
C00004042,2001-11-13,男,23,20代
C00008074,1978-10-17,女,46,40代
C00005270,1975-11-18,女,49,40代
C00001189,1947-01-19,男,78,60代以上
C00007679,1984-01-05,男,41,40代
C00014677,1982-01-08,男,43,40代
C00000397,1978-09-03,その他・不明,47,40代
C00002185,1998-11-08,男,26,20代
C00014087,2009-06-25,女,16,10代未満
C00008136,1983-04-07,男,42,40代
C00007052,1997-06-22,女,28,20代
C00003775,1991-12-22,女,33,30代
C00007770,1962-02-27,女,63,60代以上
C00013453,2005-03-18,女,20,20代
C00018920,1979-12-10,女,45,40代
C00014109,2003-01-29,女,22,20代
C00014285,1993-08-30,その他・不明,32,30代
C00009381,1988-07-20,男,37,30代
C00013136,1952-04-03,男,73,60代以上
C00015349,2004-04-19,女,21,20代
C00005129,1990-01-17,男,35,30代
C00009140,1989-05-08,女,36,30代
C00005575,1987-08-24,女,38,30代
C00000702,1992-10-16,女,32,30代
C00012210,1995-01-13,男,30,30代
C00010353,1984-02-04,女,41,40代
C00015054,1999-11-24,女,25,20代
C00006439,1942-06-24,その他・不明,83,60代以上
C00012993,1984-03-08,男,41,40代
C00014692,2002-05-26,女,23,20代
C00007763,1993-01-16,女,32,30代
C00005890,1982-09-16,その他・不明,43,40代
C00000897,2002-05-05,男,23,20代
C00012972,1984-03-11,女,41,40代
C00008382,1996-10-11,女,28,20代
C00016114,1989-05-05,女,36,30代
C00004757,1996-12-03,女,28,20代
C00002106,1990-03-22,女,35,30代
C00003759,1990-07-08,女,35,30代
C00016264,1974-08-29,女,51,50代
C00008139,1980-11-22,男,44,40代
C00013967,1983-07-04,女,42,40代
C00014455,1978-05-17,女,47,40代
C00003303,1991-08-28,その他・不明,34,30代
C00008340,1979-09-26,女,45,40代
C00013324,1982-02-12,女,43,40代
C00002165,1990-06-03,女,35,30代
C00006986,1992-12-30,女,32,30代
C00002713,1990-01-12,女,35,30代
C00014942,2008-05-03,女,17,10代未満
C00013639,1988-07-03,女,37,30代
C00006754,1990-03-24,男,35,30代
C00017861,2010-09-03,女,15,10代未満
C00010928,1996-10-22,女,28,20代
C00017170,1955-02-15,女,70,60代以上
C00014023,1953-11-12,女,71,60代以上
C00005581,1988-07-17,女,37,30代
C00007154,1983-07-15,男,42,40代
C00006984,1973-04-14,男,52,50代
C00002666,1978-07-21,男,47,40代
C00001940,1983-06-08,男,42,40代
C00011344,1987-08-07,女,38,30代
C00009894,1995-07-10,女,30,30代
C00003217,1946-08-20,男,79,60代以上
C00010169,1985-02-21,女,40,40代
C00000429,1983-05-31,女,42,40代
C00017938,2004-12-01,男,20,20代
C00012420,1951-10-07,女,73,60代以上
C00017027,1989-01-29,女,36,30代
C00008584,1995-04-26,女,30,30代
C00008584,1995-04-26,女,30,30代
C00013709,2002-06-11,男,23,20代
C00005965,1989-12-15,男,35,30代
C00007470,1999-06-03,女,26,20代
C00007940,2007-12-04,男,17,10代未満
C00009263,1997-04-23,女,28,20代
C00012983,2009-03-03,男,16,10代未満
C00000519,1978-08-26,男,47,40代
C00005820,1985-11-09,女,39,30代
C00000832,1997-06-24,男,28,20代
C00006329,2001-12-20,女,23,20代
C00002935,1986-10-21,女,38,30代
C00005010,1959-05-01,女,66,60代以上
C00009811,1993-11-18,男,31,30代
C00006130,1977-02-14,女,48,40代
C00015268,1985-01-14,女,40,40代
C00014755,1954-06-06,男,71,60代以上
C00015132,2000-10-29,女,24,20代
C00014828,1986-09-24,女,38,30代
C00005659,1990-01-02,男,35,30代
C00004511,2008-06-20,女,17,10代未満
C00005747,1992-06-04,男,33,30代
C00003602,1993-02-11,男,32,30代
C00015157,1990-07-12,女,35,30代
C00004613,1974-09-12,男,51,50代
C00012705,1994-03-09,男,31,30代
C00016895,1996-05-21,その他・不明,29,20代
C00015121,2007-07-16,女,18,10代未満
C00006777,1998-05-15,女,27,20代
C00011687,2006-02-06,男,19,10代未満
C00006807,1988-09-21,男,36,30代
C00001233,2000-11-17,女,24,20代
C00009606,1983-07-09,女,42,40代
C00016649,1984-01-18,女,41,40代
C00008485,1992-11-01,女,32,30代
C00002242,1950-12-03,女,74,60代以上
C00006285,1976-06-02,女,49,40代
C00007681,1989-02-09,男,36,30代
C00008644,1996-02-29,男,29,20代
C00006092,1996-09-18,男,29,20代
C00003355,1994-01-26,女,31,30代
C00000044,1965-08-27,女,60,60代以上
C00015861,1981-08-17,女,44,40代
C00000141,1979-06-21,男,46,40代
C00003060,1943-03-16,女,82,60代以上
C00007052,1997-06-22,女,28,20代
C00004031,2002-07-03,女,23,20代
C00017507,1993-09-02,男,32,30代
C00013076,2001-03-29,男,24,20代
C00010507,2009-02-22,男,16,10代未満
C00006070,2007-04-19,男,18,10代未満
C00017541,2009-04-15,男,16,10代未満
C00016418,1983-01-17,女,42,40代
C00016122,1986-04-08,女,39,30代
C00000121,1949-08-23,男,76,60代以上
C00015056,1979-05-07,男,46,40代
C00008251,2004-01-10,女,21,20代
C00016661,1998-06-22,男,27,20代
C00018001,2000-06-23,女,25,20代
C00008756,1999-08-31,女,26,20代
C00014876,2000-09-26,女,24,20代
C00014128,1987-06-10,女,38,30代
C00008255,1987-01-27,その他・不明,38,30代
C00002658,1972-02-28,女,53,50代
C00016700,1973-06-12,女,52,50代
C00006377,1975-03-04,女,50,50代
C00016281,1967-04-14,女,58,50代
C00009450,1999-03-27,女,26,20代
C00000066,2009-05-02,女,16,10代未満
C00009400,1989-07-18,女,36,30代
C00014385,1986-07-25,女,39,30代
C00012106,1963-10-13,男,61,60代以上
C00003596,1943-01-10,女,82,60代以上
C00001157,2005-09-16,男,20,20代
C00005515,1975-08-16,女,50,50代
C00000666,1993-09-10,女,32,30代
C00015657,1977-12-16,男,47,40代
C00011780,1990-11-02,女,34,30代
C00008331,2001-03-28,男,24,20代
C00014139,1948-07-18,男,77,60代以上
C00001615,1991-12-07,女,33,30代
C00002904,1964-09-23,男,60,60代以上
C00013838,1984-03-31,女,41,40代
C00002049,1991-03-24,女,34,30代
C00014977,1993-12-17,男,31,30代
C00012851,1966-07-27,その他・不明,59,50代
C00006317,1987-07-28,女,38,30代
C00012313,1988-11-07,女,36,30代
C00013645,2000-03-19,男,25,20代
C00018209,1953-05-07,女,72,60代以上
C00013253,1970-08-23,女,55,50代
C00013869,1978-05-04,男,47,40代
C00013785,1988-09-04,女,37,30代
C00012053,1981-03-02,女,44,40代
C00016059,1979-05-17,男,46,40代
C00016517,1988-10-20,男,36,30代
C00004479,2006-01-21,女,19,10代未満
C00017075,2011-02-23,女,14,10代未満
C00017222,1991-10-27,男,33,30代
C00005757,1985-08-02,女,40,40代
C00011281,1991-12-15,男,33,30代
C00007905,1978-08-26,その他・不明,47,40代
C00002145,1988-07-11,女,37,30代
C00012124,1999-02-05,男,26,20代
C00012653,2009-02-27,男,16,10代未満
C00007219,1985-02-08,女,40,40代
C00008171,1994-01-22,男,31,30代
C00016260,1985-09-04,女,40,40代
C00014017,1976-09-26,女,48,40代
C00014121,2003-04-23,女,22,20代
C00005741,1981-08-21,男,44,40代
C00004387,1999-02-20,男,26,20代
C00005867,1992-08-27,男,33,30代
C00002962,1998-09-09,女,27,20代
C00003435,2000-01-27,男,25,20代
C00006636,2003-05-26,その他・不明,22,20代
C00003079,1981-12-29,女,43,40代
C00014071,1996-01-02,女,29,20代
C00013560,1985-02-17,女,40,40代
C00011651,1974-04-19,女,51,50代
C00017106,2005-11-12,女,19,10代未満
C00008428,1990-12-31,女,34,30代
C00004929,1991-09-14,男,34,30代
C00012038,1995-01-19,女,30,30代
C00017096,1991-05-07,女,34,30代
C00012450,1976-03-16,女,49,40代
C00005962,1990-01-14,男,35,30代
C00010744,1974-08-02,女,51,50代
C00000038,1991-05-12,男,34,30代
C00002510,1989-04-22,男,36,30代
C00013186,1983-04-24,女,42,40代
C00008756,1999-08-31,女,26,20代
C00002466,1996-03-11,女,29,20代
C00011136,2009-06-22,女,16,10代未満
C00017667,1980-06-01,女,45,40代
C00009290,1988-02-04,女,37,30代
C00010280,1983-08-03,女,42,40代
C00004131,1967-08-22,女,58,50代
C00005693,1983-12-22,女,41,40代
C00005018,1944-10-27,その他・不明,80,60代以上
C00005595,1998-10-04,女,26,20代
C00013560,1985-02-17,女,40,40代
C00001930,1995-08-21,女,30,30代
C00010809,2008-06-05,男,17,10代未満
C00003743,1972-08-12,男,53,50代
C00015849,1991-09-23,女,33,30代
C00005881,2000-12-11,男,24,20代
C00007180,1980-07-03,男,45,40代
C00018152,2001-06-05,男,24,20代
C00010308,1977-12-19,女,47,40代
C00004201,1987-05-01,女,38,30代
C00006481,2010-03-23,男,15,10代未満
C00010840,1957-11-06,女,67,60代以上
C00001934,1986-06-10,女,39,30代
C00006072,1994-08-26,女,31,30代
C00001866,2001-04-14,女,24,20代
C00012833,1980-02-12,女,45,40代
C00011186,1993-10-03,女,31,30代
C00006461,1963-09-09,男,62,60代以上
C00002142,2002-08-20,男,23,20代
C00013378,1980-12-13,女,44,40代
C00016669,1976-01-10,女,49,40代
C00011426,2000-11-30,女,24,20代
C00005057,1980-01-17,女,45,40代
C00002766,1977-11-26,女,47,40代
C00017882,1999-03-07,女,26,20代
C00009505,1949-02-16,男,76,60代以上
C00016366,1993-05-05,女,32,30代
C00013681,1984-01-28,女,41,40代
C00006377,1975-03-04,女,50,50代
C00007214,1990-02-14,その他・不明,35,30代
C00015991,2007-01-05,男,18,10代未満
C00010745,1993-11-10,女,31,30代
C00001727,1991-04-07,女,34,30代
C00015105,1978-03-12,女,47,40代
C00011855,1983-10-03,男,41,40代
C00009088,2002-01-26,男,23,20代
C00013292,1986-05-04,男,39,30代
C00002585,2006-05-25,女,19,10代未満
C00009761,1982-05-15,男,43,40代
C00016901,1990-06-22,男,35,30代
C00014819,1945-03-09,男,80,60代以上
C00013122,1968-11-14,女,56,50代
C00005930,2007-09-14,男,18,10代未満
C00009183,1976-06-23,男,49,40代
C00004490,1989-11-28,男,35,30代
C00010546,1974-03-07,女,51,50代
C00013327,1974-11-26,男,50,50代
C00010938,1994-07-24,男,31,30代
C00016555,1976-07-27,女,49,40代
C00000089,2001-08-02,女,24,20代
C00003200,1984-06-29,男,41,40代
C00016992,1984-09-05,女,41,40代
C00011776,1974-03-26,女,51,50代
C00002457,2008-01-08,女,17,10代未満
C00016232,1992-04-19,女,33,30代
C00018685,2000-10-07,男,24,20代
C00015659,1983-10-11,女,41,40代
C00008966,1985-05-27,男,40,40代
C00012431,2008-01-26,女,17,10代未満
C00012328,1987-07-15,女,38,30代
C00010938,1994-07-24,男,31,30代
C00005660,1980-05-03,女,45,40代
C00018233,1989-10-22,女,35,30代
C00012124,1999-02-05,男,26,20代
C00010328,1984-10-25,女,40,40代
C00000844,1999-01-01,女,26,20代
C00002192,1967-11-19,その他・不明,57,50代
C00015033,1995-09-15,女,30,30代
C00005758,1951-05-06,女,74,60代以上
C00011319,1976-03-21,女,49,40代
C00001581,1999-09-24,女,25,20代
C00008494,1984-01-10,女,41,40代
C00011606,1987-08-02,女,38,30代
C00004769,1998-08-15,男,27,20代
C00016698,1973-11-06,女,51,50代
C00012346,1993-06-13,女,32,30代
C00012703,2001-03-01,女,24,20代
C00012744,2005-03-13,女,20,20代
C00007571,1977-02-01,女,48,40代
C00017439,1967-04-22,女,58,50代
C00002253,1975-06-26,女,50,50代
C00016140,1981-05-16,女,44,40代
C00018827,2005-10-12,女,19,10代未満
C00007938,1993-02-28,女,32,30代
C00013740,1991-09-13,女,34,30代
C00003745,1991-01-06,その他・不明,34,30代
C00009007,1981-01-07,男,44,40代
C00017486,1987-09-03,その他・不明,38,30代
C00008456,1986-11-24,男,38,30代
C00009106,2001-04-28,男,24,20代
C00008127,1983-10-26,女,41,40代
C00011224,2001-11-30,女,23,20代
C00005466,1983-09-25,女,41,40代
C00014715,2001-06-09,男,24,20代
C00004636,1979-06-12,女,46,40代
C00014100,1987-04-08,女,38,30代
C00000717,1992-12-10,男,32,30代
C00006284,1977-12-12,男,47,40代
C00005894,1998-03-07,男,27,20代
C00012056,1953-01-03,女,72,60代以上
C00008929,2002-05-22,男,23,20代
C00010986,1978-03-28,男,47,40代
C00010963,1991-05-06,女,34,30代
C00004043,1961-07-23,男,64,60代以上
C00016919,1981-09-02,女,44,40代
C00014863,1978-10-16,女,46,40代
C00010792,1993-05-29,男,32,30代
C00013270,1977-07-18,女,48,40代
C00012211,1985-03-31,女,40,40代
C00015419,1992-05-05,女,33,30代
C00006955,1994-03-08,女,31,30代
C00013026,2000-05-04,女,25,20代
C00001424,1995-06-10,女,30,30代
C00014303,2006-12-24,その他・不明,18,10代未満
C00014750,1992-05-31,女,33,30代
C00005384,1985-09-22,女,39,30代
C00014309,1996-07-06,女,29,20代
C00000262,1986-03-07,男,39,30代
C00015144,1960-11-03,女,64,60代以上
C00008938,2003-04-14,男,22,20代
C00016337,1987-07-20,男,38,30代
C00004847,1950-12-18,女,74,60代以上
C00002738,1990-01-30,女,35,30代
C00010986,1978-03-28,男,47,40代
C00004313,1944-05-27,男,81,60代以上
C00002327,1984-10-03,男,40,40代
C00007245,1991-07-08,男,34,30代
C00014237,2000-03-23,女,25,20代
C00005582,1995-09-27,女,29,20代
C00017587,1969-08-20,女,56,50代
C00004654,1976-12-14,男,48,40代
C00007860,1998-07-21,男,27,20代
C00008836,2003-07-22,女,22,20代
C00017352,1947-01-13,女,78,60代以上
C00007710,1985-05-10,男,40,40代
C00016666,2003-06-07,女,22,20代
C00009696,1984-04-05,女,41,40代
C00016721,1979-06-02,男,46,40代
C00016576,1981-05-11,女,44,40代
C00009400,1989-07-18,女,36,30代
C00006106,1987-07-08,女,38,30代
C00004704,1983-10-25,女,41,40代
C00000350,1986-10-11,男,38,30代
C00010669,1991-04-16,女,34,30代
C00008165,1984-11-13,男,40,40代
C00011730,1989-02-03,女,36,30代
C00011472,1980-08-15,女,45,40代
C00018196,1976-06-18,女,49,40代
C00005891,2003-10-09,男,21,20代
C00017403,1983-06-24,女,42,40代
C00015229,1985-04-12,男,40,40代
C00016099,1973-10-09,女,51,50代
C00008942,1975-01-27,男,50,50代
C00009238,1990-06-24,女,35,30代
C00000424,1989-01-25,男,36,30代
C00008255,1987-01-27,その他・不明,38,30代
C00017609,1984-12-10,女,40,40代
C00001112,1986-02-20,女,39,30代
C00015258,1974-04-08,男,51,50代
C00003363,1985-05-20,女,40,40代
C00010833,1990-10-09,男,34,30代
C00008043,1992-04-21,男,33,30代
C00001948,1965-05-29,女,60,60代以上
C00018173,2000-03-27,女,25,20代
C00018956,1992-10-31,女,32,30代
C00010974,1986-08-30,女,39,30代
C00006179,1984-06-26,女,41,40代
C00013453,2005-03-18,女,20,20代
C00008830,1993-07-21,男,32,30代
C00002515,1990-11-09,女,34,30代
C00007855,1967-07-20,男,58,50代
C00015631,1987-05-20,女,38,30代
C00013955,1972-02-03,女,53,50代
C00007193,1990-06-25,女,35,30代
C00001889,1984-03-04,男,41,40代
C00006029,1979-01-31,女,46,40代
C00010122,2002-07-11,女,23,20代
C00018442,2007-08-23,女,18,10代未満
C00018280,1997-06-08,男,28,20代
C00008155,1980-03-25,男,45,40代
C00006563,1972-01-22,男,53,50代
C00005115,1984-02-22,女,41,40代
C00012538,1993-02-02,男,32,30代
C00013023,1984-09-03,女,41,40代
C00013440,1998-09-04,女,27,20代
C00014878,2007-03-01,女,18,10代未満
C00004872,2003-08-05,男,22,20代
C00016091,1943-07-18,女,82,60代以上
C00004985,1985-12-22,女,39,30代
C00006767,1990-10-03,男,34,30代
C00017002,2009-02-26,女,16,10代未満
C00018092,1989-11-11,女,35,30代
C00017004,1998-11-30,女,26,20代
C00015085,2003-01-26,男,22,20代
C00003910,2001-09-30,女,23,20代
C00016092,1992-04-03,女,33,30代
C00010813,2008-07-29,男,17,10代未満
C00009688,1976-09-22,女,48,40代
C00015128,1988-08-25,男,37,30代
C00015812,1999-07-02,女,26,20代
C00002082,1990-10-20,女,34,30代
C00004651,1973-10-30,男,51,50代
C00002045,1952-11-10,その他・不明,72,60代以上
C00002589,2000-08-11,男,25,20代
C00016693,2004-11-25,男,20,20代
C00007516,2011-01-29,女,14,10代未満
C00000608,1983-07-07,その他・不明,42,40代
C00009408,2003-05-31,女,22,20代
C00011093,1951-11-28,男,73,60代以上
C00002220,1968-08-28,男,57,50代
C00015711,1976-12-28,女,48,40代
C00003240,1975-03-18,女,50,50代
C00018884,1983-10-08,男,41,40代
C00009243,2004-09-29,男,20,20代
C00016505,1992-08-02,男,33,30代
C00017301,1976-08-17,女,49,40代
C00014771,2007-04-14,男,18,10代未満
C00006778,1977-09-29,男,47,40代
C00016128,1991-01-10,女,34,30代
C00005230,2003-04-23,男,22,20代
C00008463,1989-01-24,女,36,30代
C00000764,1991-04-12,女,34,30代
C00018080,1989-12-17,女,35,30代
C00013679,2009-07-27,女,16,10代未満
C00016700,1973-06-12,女,52,50代
C00011164,1991-03-15,女,34,30代
C00002709,1986-01-16,その他・不明,39,30代
C00007162,2000-05-05,女,25,20代
C00014553,1961-03-18,男,64,60代以上
C00011114,1986-06-20,男,39,30代
C00001635,2000-07-27,女,25,20代
C00018255,1997-07-16,女,28,20代
C00015531,1962-01-26,女,63,60代以上
C00002592,2007-10-04,その他・不明,17,10代未満
C00018078,2010-09-02,男,15,10代未満
C00012406,2001-08-18,男,24,20代
C00001275,2001-04-15,男,24,20代
C00000191,1987-02-16,男,38,30代
C00013219,1991-10-18,女,33,30代
C00015974,1982-05-19,男,43,40代
C00006761,1996-03-13,女,29,20代
C00015770,1980-11-18,男,44,40代
C00013058,1986-04-24,女,39,30代
C00012980,1990-03-13,男,35,30代
C00005930,2007-09-14,男,18,10代未満
C00017145,1973-10-10,女,51,50代
C00016434,1987-04-11,女,38,30代
C00017233,2001-07-12,女,24,20代
C00010545,1968-09-12,男,57,50代
C00017693,1978-01-15,男,47,40代
C00014756,1989-02-25,女,36,30代
C00014982,1990-12-02,女,34,30代
C00013434,1990-05-29,女,35,30代
